A. Horford,PTS,8.5,0.
A. Drummond,PTS,9.5,0.
B. Brown,PTS,9.5,0.
J. Brown,PTS,25.5,0.
J. Tatum,PTS,27.5,0.
M. Smart,PTS,11.5,0.
P. Mills,PTS,13.5,0.
S. Curry,PTS,15.5,0.
A. Horford,REB,6.5,0.
A. Drummond,REB,10.5,0.
B. Brown,REB,5.5,0.
J. Brown,REB,6.5,0.
J. Tatum,REB,7.5,0.
M. Smart,REB,3.5,0.
P. Mills,REB,2.5,0.
S. Curry,REB,3.5,0.
A. Horford,AST,2.5,0.
A. Drummond,AST,2.5,0.
B. Brown,AST,2.5,0.
J. Brown,AST,3.5,0.
J. Tatum,AST,3.5,0.
M. Smart,AST,4.5,0.
P. Mills,AST,2.5,0.
S. Curry,AST,4.5,0.
A. Horford,3PM,1.5,0.
B. Brown,3PM,0.5,0.
J. Brown,3PM,2.5,0.
J. Tatum,3PM,3.5,0.
M. Smart,3PM,1.5,0.
P. Mills,3PM,2.5,0.
S. Curry,3PM,2.5,0.
