C. LeVert,PTS,15.5,0.
C. Osman,PTS,9.5,0.
C. Capela,PTS,10.5,0.
D. Gallinari,PTS,12.5,0.
D. Garland,PTS,20.5,0.
D. Hunter,PTS,13.5,0.
E. Mobley,PTS,13.5,0.
I. Okoro,PTS,9.5,0.
J. Allen,PTS,13.5,0.
K. Huerter,PTS,11.5,0.
K. Love,PTS,12.5,0.
T. Young,PTS,27.5,0.
C. LeVert,REB,3.5,0.
C. Osman,REB,2.5,0.
C. Capela,REB,12.5,0.
D. Gallinari,REB,5.5,0.
D. Garland,REB,3.5,0.
D. Hunter,REB,4.5,0.
E. Mobley,REB,7.5,0.
I. Okoro,REB,2.5,0.
J. Allen,REB,11.5,0.
K. Huerter,REB,3.5,0.
K. Love,REB,6.5,0.
T. Young,REB,3.5,0.
C. LeVert,AST,3.5,0.
C. Osman,AST,1.5,0.
C. Capela,AST,1.5,0.
D. Gallinari,AST,1.5,0.
D. Garland,AST,8.5,0.
D. Hunter,AST,1.5,0.
E. Mobley,AST,2.5,0.
I. Okoro,AST,1.5,0.
J. Allen,AST,1.5,0.
K. Huerter,AST,2.5,0.
K. Love,AST,1.5,0.
T. Young,AST,8.5,0.
C. LeVert,3PM,1.5,0.
C. Osman,3PM,1.5,0.
D. Gallinari,3PM,1.5,0.
D. Garland,3PM,2.5,0.
D. Hunter,3PM,1.5,0.
E. Mobley,3PM,0.5,0.
I. Okoro,3PM,0.5,0.
K. Huerter,3PM,1.5,0.
K. Love,3PM,1.5,0.
T. Young,3PM,2.5,0.
