B. Portis,PTS,13.5,0.
D. Green,PTS,6.5,0.
F. Korkmaz,PTS,6.5,0.
G. Niang,PTS,7.5,0.
G. Antetokounmpo,PTS,29.5,0.
J. Embiid,PTS,31.5,0.
J. Holiday,PTS,16.5,0.
K. Middleton,PTS,19.5,0.
M. Thybulle,PTS,6.5,0.
S. Milton,PTS,8.5,0.
T. Harris,PTS,18.5,0.
T. Maxey,PTS,16.5,0.
B. Portis,REB,7.5,0.
D. Green,REB,2.5,0.
F. Korkmaz,REB,1.5,0.
G. Niang,REB,2.5,0.
G. Antetokounmpo,REB,10.5,0.
J. Embiid,REB,12.5,0.
J. Holiday,REB,4.5,0.
K. Middleton,REB,5.5,0.
M. Thybulle,REB,2.5,0.
S. Milton,REB,2.5,0.
T. Harris,REB,7.5,0.
T. Maxey,REB,3.5,0.
B. Portis,AST,1.5,0.
D. Green,AST,0.5,0.
F. Korkmaz,AST,1.5,0.
G. Niang,AST,1.5,0.
G. Antetokounmpo,AST,5.5,0.
J. Embiid,AST,4.5,0.
J. Holiday,AST,6.5,0.
K. Middleton,AST,4.5,0.
M. Thybulle,AST,1.5,0.
S. Milton,AST,2.5,0.
T. Harris,AST,3.5,0.
T. Maxey,AST,4.5,0.
B. Portis,3PM,1.5,0.
D. Green,3PM,1.5,0.
F. Korkmaz,3PM,0.5,0.
G. Niang,3PM,1.5,0.
G. Antetokounmpo,3PM,1.5,0.
J. Embiid,3PM,1.5,0.
J. Holiday,3PM,1.5,0.
K. Middleton,3PM,2.5,0.
M. Thybulle,3PM,0.5,0.
S. Milton,3PM,0.5,0.
T. Harris,3PM,1.5,0.
T. Maxey,3PM,1.5,0.
